,City,Cloudiness,Country,Date,Humidity,Latitude,Longitude,Max Temp,Wind Speed
373,Fereydun Kenar,68,IR,1551479503,97,36.69,52.52,40.88,2.24
374,Sibu,75,MY,1551477600,100,2.29,111.83,75.0,3.69
375,Zonguldak,64,TR,1551479505,79,41.25,31.83,46.01,7.72
376,Nioro,0,GM,1551479505,32,13.79,-15.05,65.32,9.84
377,Tazovskiy,76,RU,1551479507,83,67.47,78.7,10.78,12.19
378,Wajima,0,JP,1551479507,77,37.4,136.9,47.41,2.24
379,Hovd,75,NO,1551479402,74,63.83,10.7,39.99,20.8
380,Camapua,12,BR,1551479510,89,-19.53,-54.04,73.28,2.68
381,Tieli,80,CN,1551479510,40,46.98,128.05,27.88,8.84
382,Spermezeu,92,RO,1551477600,80,47.29,24.15,44.6,3.36
383,Marienburg,75,DE,1551479500,75,52.12,9.98,42.01,5.82
384,Caravelas,32,BR,1551478926,99,-17.73,-39.27,84.36,18.16
385,Nouadhibou,0,MR,1551477600,64,20.93,-17.03,68.0,17.22
386,Lima,0,PE,1551478928,58,-12.06,-77.04,82.4,9.17
387,Cassilandia,32,BR,1551479520,90,-19.11,-51.73,73.24,1.34
388,Tsabong,0,BW,1551479521,43,-26.02,22.4,63.11,2.8
389,Lewistown,90,US,1551479122,64,40.39,-90.15,43.0,3.85
390,Erzin,20,TR,1551477000,87,36.95,36.2,50.0,2.24
391,Suntar,64,RU,1551479527,88,62.16,117.65,11.14,3.69
392,Balkanabat,24,TM,1551479527,88,39.51,54.36,32.65,4.14
393,Xining,0,CN,1551479529,75,36.62,101.77,8.03,4.25
394,Aligudarz,12,IR,1551479533,85,33.4,49.69,8.08,3.13
395,San Jose,0,PH,1551479534,84,15.79,120.99,70.99,2.91
396,Zelenyy Bor,56,RU,1551479535,85,61.09,42.06,13.39,6.71
397,Acajutla,56,SV,1551479341,54,13.59,-89.83,85.4,6.42
398,Tacuarembo,20,UY,1551479538,57,-31.73,-55.98,67.66,6.93
399,Truckee,90,US,1551479490,32,39.33,-120.18,55.99,14.99
400,Palembang,40,ID,1551477600,100,-2.99,104.76,75.2,3.36
401,Umm Kaddadah,0,SD,1551479540,16,13.6,26.69,64.96,9.62
402,Dukat,80,RS,1551479498,66,42.44,22.31,42.01,1.9
403,Qixingtai,92,CN,1551479527,93,30.41,111.89,44.01,5.7
404,Khorixas,32,NA,1551479551,65,-20.37,14.96,64.91,3.13
405,Pidhorodne,75,UA,1551477600,74,48.57,35.1,33.8,13.42
406,Rezh,64,RU,1551479554,86,57.37,61.4,26.53,6.26
407,Ahar,0,IR,1551479554,58,38.48,47.07,24.28,5.93
408,Emilio Carranza,8,MX,1551479554,66,19.97,-96.61,78.64,2.68
409,Poum,20,MK,1551479074,79,41.28,20.71,25.55,2.06
410,Sao Gotardo,92,BR,1551478541,41,-19.31,-46.05,75.99,1.95
411,Caranavi,20,BO,1551479556,90,-15.83,-67.57,67.61,1.57
412,Namatanai,0,PG,1551479558,94,-3.66,152.44,84.4,8.72
413,Port Blair,12,IN,1551479560,100,11.67,92.75,81.2,9.73
414,Los Llanos de Aridane,75,ES,1551478599,68,28.66,-17.92,64.4,9.17
415,Beachwood,1,US,1551479546,42,41.46,-81.51,39.99,8.05
416,Novouzensk,88,RU,1551479560,94,50.46,48.14,32.83,14.76
417,San Jose Iturbide,20,MX,1551479469,14,21.0,-100.38,84.2,6.93
418,Ust-Tsilma,64,RU,1551479562,79,65.44,52.15,5.96,6.38
419,Anloga,20,GH,1551477600,83,5.79,0.9,78.8,4.7
420,Cabo San Lucas,5,MX,1551479117,53,22.89,-109.91,84.0,13.87
421,Tecoanapa,5,MX,1551476520,70,16.99,-99.26,84.2,9.17
422,La Asuncion,75,EC,1551474000,43,-1.64,-78.74,69.8,6.93
423,Syracuse,20,US,1551479511,59,43.05,-76.15,36.0,2.24
424,Tura,0,IN,1551479565,73,25.52,90.21,44.71,2.24
425,Chawinda,40,PK,1551477600,76,32.35,74.71,55.4,11.41
426,Shingu,24,JP,1551478894,100,33.72,135.99,46.65,10.67
427,Koslan,8,RU,1551479569,84,63.46,48.9,8.48,2.57
428,Gondanglegi,8,ID,1551479569,97,-7.75,112.01,73.87,3.47
429,Verkhoyansk,36,RU,1551479569,45,67.55,133.39,-29.32,2.68
430,Tougan,0,BF,1551479570,24,13.07,-3.07,61.63,9.4
431,Viet Tri,75,VN,1551477600,100,21.3,105.43,73.4,8.05
432,Kieta,20,PG,1551479574,98,-6.22,155.63,82.06,3.13
433,Ceres,0,AR,1551479402,41,-29.88,-61.95,81.83,8.61
434,Kysyl-Syr,44,RU,1551479574,80,63.9,122.77,-5.02,3.69
435,Akropong,0,GH,1551477600,100,5.97,-0.09,75.2,2.24
436,Saint Anthony,1,US,1551478913,52,43.97,-111.68,35.01,12.75
437,Balabac,36,PH,1551479576,99,7.99,117.06,80.17,13.53
438,Faya,0,SA,1551474000,87,18.39,42.45,59.0,6.93
439,San Pedro,0,AR,1551479581,55,-33.68,-59.66,79.4,12.64
440,Las Vegas,1,US,1551479366,15,36.17,-115.15,73.4,10.29
441,Yinchuan,64,CN,1551479585,72,38.48,106.21,21.08,1.9
442,Sinnamary,92,GF,1551479586,92,5.38,-52.96,79.85,12.19
443,Port Augusta,0,AU,1551479150,22,-32.49,137.76,82.99,8.05
444,Matinha,80,BR,1551479588,99,-3.1,-45.04,74.5,3.13
445,Sao Joao da Barra,75,BR,1551477600,83,-21.64,-41.05,78.8,24.05
446,Ozuluama,36,MX,1551479590,63,21.12,-98.35,79.45,3.58
447,Batavia,1,US,1551479590,79,43.0,-78.19,35.01,6.93
448,Sosnovoborsk,40,RU,1551475800,85,56.12,93.34,24.8,2.24
449,Oistins,20,BB,1551477600,69,13.07,-59.53,78.8,21.92
450,Campina Verde,8,BR,1551479593,93,-19.54,-49.49,71.98,2.91
451,Saskylakh,8,RU,1551479593,43,71.97,114.09,-27.97,3.36
452,Tanda,92,IN,1551479596,80,31.67,75.63,49.21,9.06
453,Coro,8,VE,1551479596,72,11.41,-69.67,78.73,13.76
454,Banda Aceh,12,ID,1551479597,98,5.56,95.32,70.99,1.79
455,Lichinga,75,MZ,1551477600,94,-13.3,35.25,68.0,2.24
456,Mayo,5,CA,1551477600,61,63.59,-135.9,12.2,3.58
457,Lagoa,0,PT,1551479556,82,37.14,-8.45,57.2,4.7
458,Yermish,64,RU,1551479601,88,54.77,42.27,23.29,11.74
459,Garissa,0,KE,1551479605,61,-0.46,39.64,77.29,9.73
460,Ternate,20,PH,1551479583,73,14.29,120.72,78.01,4.7
461,Saiha,0,IN,1551479489,92,22.49,92.98,49.03,1.79
462,Vysokogornyy,0,RU,1551479607,63,50.1,139.13,11.68,3.69
463,La Libertad,40,PE,1551477600,82,-16.38,-71.56,59.0,12.75
464,Qeshm,0,IR,1551477600,68,26.96,56.27,66.2,13.87
465,Yakeshi,24,CN,1551479445,68,49.28,120.73,11.81,4.81
466,Roura,100,GF,1551477600,74,4.73,-52.33,78.8,6.93
467,Sao Jose da Coroa Grande,32,BR,1551479665,90,-8.9,-35.15,77.83,4.81
468,Aktau,0,KZ,1551477600,100,43.65,51.16,33.8,9.17
469,Antsohihy,12,MG,1551479679,90,-14.88,47.99,74.36,8.61
470,Touros,40,BR,1551477600,83,-5.2,-35.46,80.6,5.82
471,Soe,0,EE,1551479475,73,57.91,26.05,19.4,6.93
472,Pastavy,24,BY,1551479685,74,55.11,26.84,15.19,9.4
473,Lure,90,FR,1551479519,93,47.69,6.5,44.01,3.36
474,Kununurra,0,AU,1551477600,74,-15.77,128.74,80.6,5.82
475,Half Moon Bay,75,US,1551479663,66,37.46,-122.43,59.0,4.7
476,Samarai,80,PG,1551479691,100,-10.62,150.67,81.65,4.92
477,Laguna,5,MX,1551476400,25,27.52,-110.01,86.0,6.93
478,Loa Janan,68,ID,1551479642,61,-0.58,117.09,81.25,3.02
479,Guantanamo,75,BO,1551477600,78,-16.14,-62.05,78.8,3.91
480,Nha Trang,20,VN,1551477600,83,12.24,109.19,71.6,2.24
481,Healdsburg,20,US,1551479701,62,38.61,-122.87,57.0,3.47
482,Yerofey Pavlovich,20,RU,1551479706,71,53.97,121.97,9.16,1.34
483,Birjand,75,IR,1551477600,86,32.86,59.22,39.2,9.17
484,Frumusica,0,RO,1551479127,64,47.53,26.9,36.0,12.75
485,Xichang,0,CN,1551479671,22,27.88,102.25,37.96,1.9
486,Saint-Louis,75,CH,1551479705,87,47.59,7.56,48.2,12.75
487,Puerto del Rosario,75,ES,1551477600,72,28.5,-13.86,64.4,14.99
488,Namibe,68,AO,1551479713,100,-15.19,12.15,76.66,8.72
489,Shiyan,92,CN,1551479713,98,32.65,110.78,38.0,2.35
490,Monte Alegre,76,BR,1551479714,94,-2.0,-54.07,74.81,4.92
491,Hrubieszow,32,PL,1551479490,62,50.8,23.89,24.86,8.84
492,Matagami,44,NG,1551479714,87,9.67,8.4,66.76,2.57
493,Paka,20,HR,1551477600,76,45.29,18.06,48.2,9.17
494,Monte Azul,36,BR,1551479433,95,-15.15,-42.87,64.33,2.68
495,Cuamba,32,MZ,1551479717,80,-14.8,36.54,69.91,0.89
496,Am Timan,32,TD,1551479717,45,11.04,20.28,75.76,3.91
497,Loikaw,0,MM,1551479717,92,19.67,97.21,54.11,2.13
498,Bam,0,IR,1551479718,24,29.11,58.36,52.0,9.51
499,Ubala,0,YE,1551479719,83,13.89,44.44,49.21,2.68
500,Dole,90,FR,1551479656,93,47.09,5.49,48.2,3.36
501,Kuching,75,MY,1551477600,100,1.56,110.34,75.2,1.12
502,Nizhniy Kuranakh,64,RU,1551479722,87,58.84,125.49,14.65,2.68
503,Wanning,75,AT,1551479647,87,48.64,13.53,46.0,13.87
504,Sur,24,OM,1551479723,96,22.57,59.53,72.61,7.16
505,Bereznik,48,RU,1551479726,78,62.86,42.71,10.51,2.68
506,Dwarka,75,IN,1551477600,67,28.58,77.04,60.8,2.91
507,Petropavlovsk-Kamchatskiy,68,RU,1551475800,65,53.05,158.65,3.2,11.18
508,Winchester,75,GB,1551479506,81,51.06,-1.31,48.0,4.7
509,Gejiu,56,CN,1551479728,70,23.36,103.16,56.36,3.58
510,Mnogovershinnyy,0,RU,1551479733,72,53.94,139.92,5.74,2.57
511,Chervone,68,UA,1551479733,80,47.06,32.37,31.57,7.49
512,Morondava,64,MG,1551479734,89,-20.3,44.28,82.91,6.15
513,Leningradskiy,0,RU,1551479736,77,69.38,178.42,18.83,20.02
514,Bebington,40,GB,1551479435,81,53.35,-3.01,48.0,10.29
515,Mehamn,0,NO,1551477000,85,71.03,27.85,17.6,13.87
516,Hambantota,20,LK,1551474600,100,6.12,81.12,75.2,8.05
517,Prieska,0,ZA,1551479739,47,-29.67,22.74,59.02,4.92
518,Evensk,64,RU,1551479739,100,61.92,159.24,-1.02,5.82
519,Ginda,88,IN,1551479739,69,30.69,78.49,35.44,2.35
520,Lavrentiya,0,RU,1551479742,95,65.58,-170.99,22.16,6.15
521,Rottweil,80,DE,1551479736,87,48.17,8.63,46.0,5.26
522,Sao Felix do Xingu,88,BR,1551479742,94,-6.64,-51.99,74.05,2.91
523,Hasaki,20,JP,1551477664,64,35.73,140.83,39.2,4.7
524,Kaliua,48,TZ,1551479743,94,-5.06,31.79,63.34,2.35
525,Virginia Beach,90,US,1551479598,87,36.85,-75.98,44.01,11.41
526,Rapar,32,IN,1551479743,47,23.57,70.65,59.29,6.93
527,Zhezkazgan,88,KZ,1551479745,77,47.8,67.71,24.82,7.94
528,Kawakawa,8,NZ,1551479585,64,-35.38,174.07,73.99,5.99
529,Flin Flon,90,CA,1551477600,58,54.77,-101.88,-5.81,12.75
530,Honiara,0,SB,1551479746,68,-9.43,159.96,85.48,0.89
531,Aberdeen,90,US,1551479708,78,45.47,-98.49,17.01,17.22
532,Mbanza-Ngungu,88,CD,1551479747,98,-5.25,14.87,68.83,3.36
533,Jennings,40,US,1551479462,72,30.22,-92.66,73.4,2.68
534,Atar,0,MR,1551479600,19,20.52,-13.05,60.73,9.62
535,Rorvik,92,NO,1551479702,94,64.86,11.24,37.0,5.01
536,Shakawe,56,BW,1551479751,75,-18.36,21.84,70.09,3.02
537,Gravdal,48,NO,1551479709,86,59.79,5.78,36.0,9.17
538,Thinadhoo,76,MV,1551479753,100,0.53,72.93,82.55,8.95
539,Ust-Kuyga,64,RU,1551479753,81,70.0,135.55,-19.2,4.14
540,Pacific Grove,75,US,1551479728,66,36.62,-121.92,60.01,2.35
541,Kathmandu,20,NP,1551477000,93,27.71,85.32,42.8,2.24
542,Arlit,0,NE,1551479757,48,18.74,7.39,53.17,9.73
543,Rio Gallegos,40,AR,1551477600,63,-51.62,-69.22,62.6,8.05
544,Guymon,1,US,1551478500,27,36.68,-101.48,62.6,20.8
545,Ust-Nera,8,RU,1551479759,52,64.57,143.24,-33.6,2.13
546,Galle,90,US,1551479759,81,29.74,-97.91,60.01,4.7
547,Cherepovets,64,RU,1551479765,83,59.13,37.92,12.31,5.93
548,Vina del Mar,0,CL,1551477600,63,-33.02,-71.55,64.4,8.05
549,Uvira,56,CD,1551479766,100,-3.41,29.14,64.1,3.69
550,Ocara,32,BR,1551479766,86,-4.49,-38.6,76.75,4.81
551,Koumac,68,NC,1551479657,77,-20.56,164.28,81.34,11.86
552,Ahipara,0,NZ,1551478205,90,-35.17,173.16,73.99,9.62
553,Takoradi,12,GH,1551479767,100,4.89,-1.75,80.21,6.49
554,Novo Cruzeiro,64,BR,1551479767,77,-17.47,-41.88,73.51,4.59
555,Nangomba,12,TZ,1551479767,95,-10.9,38.52,71.17,2.91
556,Omboue,76,GA,1551479768,100,-1.57,9.26,80.3,3.02
557,Savannah Bight,68,HN,1551479768,96,16.45,-85.85,79.58,18.79
